201,164,1/12/21/164/201,расходные материалы и оснастки,"<p></p>
"
214,164,1/12/21/164/214,клининговое оборудование,"<p>Профессиональная уборка любых помещений невозможна без применения мощных и надежных пылесосов. Обычные бытовые модели хорошо справляются с уборкой небольших площадей (жилые коттеджи, квартиры), но даже и в этом случае не гарантируют высокого качества уборки. Практически всегда остается пыль  и грязь, особенно это касается ковровых покрытий и ковролина. К тому же собирать жидкости  с любых поверхностей такие пылесосы попросту не могут. </p>
<p>Именно поэтому, при выборе клинингового оборудования многие компании, занимающиеся профессиональной уборкой помещений,  отдают предпочтение промышленным пылесосам. </p>
<p>Промышленные пылесосы обладают повышенной мощностью, большим объемом пылесборника, способны собирать грязь и негорючие жидкости с поверхности полов и стен. Встроенные турбины позволяют достигать большой мощности всасывания за счет разрежения свыше 200 мбар. Кроме того,  промышленные пылесосы ( в частности модели Bosch) обладают также функцией выдува воздуха, что актуально при высушивании каких либо окрашенных или вскрытых лаком поверхностей. </p>
<p>При строительных работах, а также при сборке мебели  и прочих  ремонтных работах, может возникнуть необходимость подключения пылесоса к ручному электроинструменту для автоматического всасывания образующейся пыли и грязи. Например, при  распиловке  ДСП, МДФ, шлифовании  мрамора  и других видах работ. Для этих целей в промышленных пылесосах предусмотрена специализированная розетка для подключения инструмента мощностью до 2000 Вт. Пылесос автоматически включается и выключается одновременно с инструментом, тем самым обеспечивая максимальную чистоту в помещении. </p>
<p>Другим видом клинингового оборудования, применяемого при профессиональной уборке, являются мойки высокого давления (например,  мойки Makita), способные за считанные минуты отмыть как автомобильную, так и другие виды техники,  наружные элементы конструкций и помещений от всех видов загрязнений. Специальные насадки, а также применение различных моющих средств обеспечат вам высокое качество уборки и идеальную чистоту поверхности.</p>
"
227,164,1/12/21/164/227,измерительные приборы,"<p>Современная измерительная техника – прочно вошла в наш обиход. Применение специальных лазерных измерительных инструментов – существенно облегчает жизнь строителю, отделочнику или просто хорошему хозяину. Лазерные измерительные приборы можно разделить по классам:</p>
<p>1.	Лазерные дальномеры. </p>
<p>2.	Лазерные угольники.</p>
<p>3.	Лазерные нивелиры.</p>
<p>Лазерные дальномеры  предназначены для измерения расстояний, площадей, объемов, а также проведения непрерывных измерений. Отличительной особенностью данной техники является ее точность и быстрота применения. Такими характеристиками в полной мере обладает дальномер лазерный Bosch. Настоящее немецкое качество, противоударный корпус, высокая точность измерений – все это дальномеры от Bosch. </p>
<p>Лазерные угольники – незаменимый инструмент при укладке плитки, напольных покрытий и др. Позволяет выставлять необходимые углы, в зависимости от решаемой задачи. Может устанавливаться на пол и стены (для чего применяется специальный крепеж). </p>
<p>Лазерные нивелиры – позволяют выставлять уровень земли на любой поверхности (стена, пол, потолок и т.д.) При этом, как правило, отчерчиваются одновременно два уровня – горизонтальный и вертикальный. В некоторых моделях нивелиров есть возможность выбора одного или двух лучей одновременно. </p>
<p>Цена дальномера лазерного и другой лазерной строительной техники, в основном, определяется фирмой производителем. От производителя зависит точность измерений и показаний прибора, а также срок его службы. Лазерные дальномеры Bosch – имеют длительный срок эксплуатации, а также не боятся случайных падений, что иногда имеет место на строительных площадках. </p>
<p>При приобретении лазерной измерительной техники, следует обратить особое внимание на компанию – изготовитель. Дешевые инструменты неизвестных фирм – очень  быстро выходят из строя, а потому не оправдывают затраченных  средств. Кроме того, точность измерений и отображения в такой технике, также оставляет желать лучшего.</p>
<p>При работе с любой лазерной техникой, не допускайте попадания лазерного луча на сетчатку глаз, во избежание ее повреждения.</p>
"
232,164,1/12/21/164/232,паяльное оборудование,"<p></p>
"
170,168,1/12/21/164/168/170,шлифовальные машины,"<p></p>
"
174,168,1/12/21/164/168/174,пилы,"<p></p>
"
178,176,1/12/21/164/176/178,деревообрабатывающие,"<p></p>
"
264,179,1/12/21/164/179/264,"электро-, бензоинструмент и техника","<p></p>
"
265,179,1/12/21/164/179/265,ручной инструмент,"<p></p>
"
268,179,1/12/21/164/179/268,транспортировочные оборудования,"<p></p>
"
181,179,1/12/21/164/179/181,"системы водоснабжения, полива и орошения","<p></p>
"
266,181,1/12/21/164/179/181/266,опрыскиватели,"<p></p>
"
267,181,1/12/21/164/179/181/267,соединительные элементы (фитинги),"<p></p>
"
182,181,1/12/21/164/179/181/182,насосное оборудование,"<p></p>
"
183,182,1/12/21/164/179/181/182/183,насосы,"<p></p>
"
185,184,1/12/21/164/184/185,генераторы (электростанции),"<p>Купить бензиновый генератор может потребоваться на приусадебный участок, в частный дом, магазин для бесперебойного снабжения электроэнергией. Наибольшей популярностью при покупке, пользуются однофазные генераторы, благодаря своей универсальности, а также возможности прямого подключения в сеть. Однако следует помнить, что трехфазные генераторы можно включать и в однофазную сеть, а однофазные генераторы – только в однофазную.</p>
<p>При выборе однофазного генератора, следует с особой тщательностью подойти к расчету  предполагаемой нагрузки на сеть. От этого зависят расходы на приобретение, а также последующие эксплуатационные расходы. Не следует приобретать генератор одинаковой мощности с расчетной. В случае перегрузок – не избежать проблем. Лучше всего иметь около 20% запаса мощности, по сравнению с расчетной. </p>
<p>На строительном портале «Руллетка» вы сможете приобрести экономичные генераторы, как однофазные, так и трехфазные. Если однофазные генераторы более предпочтительны в жилых домах, где практически исключается  возможность подключения двигателей, то трехфазный – идеален для небольших предприятий, где имеется работающее оборудование и станки. </p>
<p>Еще одной важнейшей характеристикой генератора – является наличие или отсутствие щеток. Бесщеточные генераторы особенно эффективны на строительных площадках, в том случае, когда не требуется точное соответствие напряжения номинальному. Кроме того, они более надежны и не требуют частой замены графитовых щеток. Щеточный генератор – отлично подходит для питания жилых домов, коттеджей, дач  и т.д. Он хорошо держит уровень напряжения, несмотря на повышение или уменьшение своих оборотов. Компьютерная и другая точная техника – очень чувствительна к перепадам напряжения.</p>
<p>Бензиновые генераторы, это не то оборудование, на котором следует экономить. Ведь вся ваша техника в доме – зависит от установленного генератора. На портале «Руллетка» имеется возможность купить генератор бензиновый самых известных фирм производителей: Sturm (Энергомаш) и Makita.</p>
"
188,184,1/12/21/164/184/188,сварочное оборудование,"<p>Ни одно строительство не обходится без применения сварочного оборудования, однако мы рекомендуем посетить наш <b>интернет магазин сварочного оборудования.</b> <b>Строительный портал «Руллетка»</b> предлагает Вам  ознакомиться с каталогом сварочного оборудования, представленным на нашем сайте. <b>Интернет магазин «Руллетка»</b> - это не просто узкопрофильный <b>магазин сварочного оборудования</b> для строителей. «Руллетка» - это, в первую очередь, широкий выбор инструментов и оборудования для каждого клиента. Здесь  Вы точно найдете все, что Вас интересует.</p>
<p><b>Интернет магазин сварочного оборудования</b> предоставляет Вашему вниманию исчерпывающий каталог продукции. Здесь Вы сможете найти такие позиции, как сварочный полуавтомат - GYS TRIMIG 385-4S, различные аппараты для точечной сварки, сварочные инверторы и многое другое. <b>Строительный портал «Руллетка»</b> - это не просто <b>магазин сварочного оборудования.</b> В нашем каталоге Вы сможете найти полное и подробное описание той или иной продукции, а сам каталог разработан таким образом, что бы Вам было удобно выбрать и комфортно <b>купить сварочное оборудование</b>. Сварочные аппараты – это довольно серьезная покупка, которая требует немалых средств. Покупать нужно только качественную продукцию, которая будет работать надежно и долго. <b>Интернет магазин сварочного оборудования</b> «Руллетка» - занимается реализацией только проверенной и сертифицированной продукции.</p>
<p>Если у Вас возникли какие-либо вопросы, Вы можете связаться с нашими консультантами и получить максимально исчерпывающие ответы по телефону. Доставка купленного товара осуществляется в максимально короткий срок по самой оптимальной для Вас цене. Наши специалисты просчитывают самый удобный вариант доставки товара потребителю. <b>Магазин сварочного оборудования</b> «Руллетка» – это очень удобно и выгодно.</p>
"
189,184,1/12/21/164/184/189,грузоподъемное оборудование,"<p><b>Строительный портал «Руллетка» </b>предоставляет Вам возможность без особых усилий выбрать различное <b>грузоподъемное оборудование</b> отличного качества и по доступной цене. Для того чтобы Ваш выбор был более комфортным и удобным, <b>интернет магазин «Руллетка»</b> разработал специальный каталог, включающий все <b>грузоподъемное оборудование</b>, которое есть в наличии. </p>
<p>Наша команда предоставляет Вам возможность выбрать и <b>купить электролебедку</b> фирмы Sturm (Энергомаш). Здесь Вы можете найти такие модели как  Sturm ЕЛ-72100, Sturm ЕЛ-7280, Sturm ЕЛ-72400 и другие. Кроме того, <b>строительный портал «Руллетка» </b>предлагает Вам, своему покупателю, ознакомиться со всеми характеристиками, которые представлены для каждой модели. <b>Купить электролебедку</b> у нас будет гораздо комфортнее и проще, ведь для каждой лебедки представлено обширное описание, которое позволит Вам детально познакомиться с той или иной моделью. Сегодня гораздо удобнее открыть страницу нашего интернет магазина, и ознакомившись с прайс-листом, <b>купить электролебедку </b>– это сэкономит уйму времени на разъезды по городу в поиске лучшей модели. Намного проще, когда все собрано в одном месте, и Вы без труда сможете сравнить грузоподъемность,  мощность, режим работы, тип защиты и другие параметры. Данный раздел каталога предоставляет все требуемые условия для удачной покупки на <b>строительном портале «Руллетка</b>». Заходите к нам в интернет магазин, и Вы сами убедитесь, как просто и выгодно производить покупки на строительном портале «Руллетка». Товар, который Вы заказали, будет доставлен в точно назначенный срок по максимально выгодной для Вас цене.</p>
<p>Приобретайте <b>грузоподъемное оборудование</b> у нас – это сэкономит Вам время и силы, а главное - Вы останетесь довольны процессом принятия решения и самой покупкой.</p>
"
192,190,1/12/21/164/190/192,шарнирно-губцевый,"<p></p>
"
196,190,1/12/21/164/190/196,крепежный,"<p></p>
"
239,190,1/12/21/164/190/239,малярно-отделочный,"<p></p>
"
241,190,1/12/21/164/190/241,ударно-рычажный,"<p></p>
"
242,190,1/12/21/164/190/242,ключи,"<p></p>
"
195,194,1/12/21/158/194/195,раковины,"<p>Раковины Peronda –это отличное решение, как для умывальника, так и для ванной комнаты. Новейшие технологии проектирования и комфорта здесь органично переплетаются с традиционным качеством изготовления и применяемых материалов. Компания Peronda производит как встраиваемые, так и накладные раковины. </p>
<p>Установка раковин в ванной является ответственным мероприятием. Поскольку накладные раковины являются достаточно тяжелыми, их крепление осуществляется на специальных кронштейнах. Купить крепеж для раковины, вы также сможете в нашем интернет-магазине. Высокой надежностью обладают крепежи для раковин  Webert. Они полностью соответствуют всем стандартам прочности и надежности. </p>
<p>Накладные раковины могут монтироваться на столешницу, с небольшим выступом над поверхностью. Они не имеют отверстий под смеситель, а потому данная сантехника крепится отдельно от раковины. Под них обязательно следует купить крепеж для раковины. </p>
<p>Подвесные или консольные раковины также вешаются на стену при помощи специальных крепежей. Отличительной особенностью подвесной раковины является наличие пьедестала или тумбы, в которую прячутся слив и водяные трубы. </p>
<p>Врезные раковины не требуют покупки крепежей. Они монтируются в столешницу и герметизируются. </p>
<p>Наиболее популярны именно накладные раковины, поскольку они предусматривают широкие возможности для дизайна. Раковины Webert позволят реализовать все ваши желания. Кроме современного дизайна и высокого качества материала, раковины Webert  отличаются высокой надежностью, поскольку выдерживают значительные удары и нагрузки. </p>
<p>При монтаже накладных раковин могут быть использованы специальные подставки (основания) под раковины. В таком случае следует сначала произвести монтаж самого основания к стене, после чего на основание устанавливается раковина. Однако даже в этом случае обязательно следует купить крепеж для раковины, поскольку на них и держится основание. </p>
<p>Накладные раковины без основания выпускает компания Perondo. Раковины Perondo – достаточно часто представляют из себя монолитную конструкцию, под которую следует подбирать достаточно мощный крепеж для раковины.</p>
"
197,194,1/12/21/158/194/197,смесители,"<p></p>
"
200,199,1/12/21/164/199/200,пневмопистолеты,"<p></p>
"
245,199,1/12/21/164/199/245,шлифмашины,"<p></p>
"
202,201,1/12/21/164/201/202,для строительных инструментов и станков,"<p></p>
"
260,202,1/12/21/164/201/202/260,для малярных работ,"<p></p>
"
262,202,1/12/21/164/201/202/262,для крепежных операций,"<p></p>
"
253,202,1/12/21/164/201/202/253,"для сверления, бурения, долбления, смешивания","<p></p>
"
254,202,1/12/21/164/201/202/254,"для шлифования, зачистки, полирования","<p></p>
"
255,202,1/12/21/164/201/202/255,"для резки, распиливания","<p></p>
"
222,207,1/12/21/207/222,строительная химия,"<p></p>
"
236,207,1/12/21/207/236,лакокрасочные,"<p>Лакокрасочные материалы всегда пользуются спросом среди потребителей.  Краски и лаки предназначены прежде всего для защиты различных поверхностей от солнечного излучения, коррозии, попадания влаги, гниения и порчи. Кроме того, такие материалы придают поверхностям эстетический и красивый вид. </p>
<p>Лакокрасочные  материалы применяются в художественной и декоративной сферах, для реализации всевозможных творческих планов и замыслов, рисовании. </p>
<p>В магазинах лакокрасочных материалов все предлагаемые краски и лаки  можно разделить на следующие виды: </p>
<p>1.	Алкидные. К ним относятся масляные краски и эмали. Состоят из красящего пигмента и связующего – олифы. Разводятся органическими растворителями. Отличаются своей дешевизной и простотой применения. </p>
<p>2.	Водоэмульсионные. В настоящее время, по продажам лакокрасочных материалов лидируют именно водоэмульсионные акриловые краски. Они выгодно отличаются от других видов тем, что не имеют запаха, экологически безопасны, долговечны, а также дают яркие и насыщенные цветовые оттенки. </p>
<p>3.	Силикатные краски – основным компонентом является жидкое стекло. При высыхании образуют гладкую поверхность, устойчивую к истиранию. Рекомендуется применять внутри помещений. </p>
<p>Кроме того, магазины лакокрасочных материалов предлагают своим покупателям продукцию, предназначенную, как для наружных, так и для внутренних работ. Основными отличиями являются повышенная устойчивость красок и лаков к выгоранию и атмосферным воздействиям. Это достигается с помощью применения соответствующих присадок и добавок. </p>
<p>Иногда при покупке материалов могут предъявляться повышенные требования к морозостойкости, влагозащите и паропроницаемости. Как правило, для этих целей подходят именно акриловые краски, поскольку они создают паропроницаемый слой, который, в то же время, влагу не пропускает. Акриловые и  силикатные краски, в то же время образуют достаточно прочную, но абсолютно «глухую» поверхность. Морозостойкость, а также количество циклов у водоэмульсионных красок также значительно выше. </p>
<p>Перед поступлением в продажу лакокрасочные материалы упаковываются в соответствующие емкости и тару.</p>
"
218,222,1/12/21/207/222/218,теплозвукоизоляция,"<p>Защита от шума обеспечивается: </p>
<p>1.	Установкой на пути звуковых волн специальных материалов для звукоизоляции. </p>
<p>Основной задачей звукоизолирующих материалов, является отражение звука. Это достигается увеличением плотности материала. К звукоизолирующим материалам можно отнести бетон, кирпич, гипсокартон.</p>
<p>2.	Звукопоглощающие материалы – не отражают шум, а полностью поглощают его. Такие материалы имеют ячеистую или волокнистую структуру. </p>
<p>Основной характеристикой любого звукопоглощающего материала – является коэффициент звукопоглощения. Он меняется от 0 до 1. Чем больше коэффициент приближается к 1, тем лучше звукопоглощающая способность материала.</p>
<p>Однако в современной практике часто термином звукоизоляция обозначают как звукопоглощение, так и непосредственно звукоизоляцию.</p>
<p>Звукоизолирующие материалы очень часто служат в качестве материалов для теплоизоляции, так как имеют пористую структуру и не пропускают холод. По характеристикам данные материалы подразделяются на:</p>
<p>1.	Твердые материалы (пемза, керамзит и т.д.). В данное время, они практически полностью вытеснены более современными и легким материалами.</p>
<p>2.	Мягкие материалы (минеральная вата, поролон, войлок) – эти материалы для теплозвукоизоляции отлично подходят для применения внутри помещений.</p>
<p>3.	Полужесткие материалы для звукоизоляции (пенопласт, пенополистирол и др) – хорошо зарекомендовали себя при применении для наружной теплозвукоизоляции помещений.</p>
<p>В современных частных домах и коттеджах широкое применение получили мягкие и полужесткие материалы для теплоизоляции. Кроме сохранения тепла, они обеспечивают также хорошее шумопоглощающее действие. </p>
<p>При выборе, следует учитывать области применения данных материалов. Например, пенопласт и пенополистирол не рекомендуется использовать для утепления стен из пористых материалов (ракушник, пенобетон, газоблоки). Кроме того, особое внимание следует уделить наличию вредных факторов при применении материалов. Особенно это касается минеральных и стекловолокнистых  ват.</p>
"
219,222,1/12/21/207/222/219,добавки,"<p>Строительная химия применяется во всех областях строительства и ремонта как жилых, так и нежилых помещений. В последнее время все большей популярностью пользуются специализированные улучшающие строительные добавки. </p>
<p>Добавки для затирок отлично зарекомендовали себя в тех ситуациях, когда стандартными затирками и средствами, не представляется возможным достичь требуемой прочности, плотности и высокой пластичности швов. Такие затирки, как правило, получены разведением стандартной заводской затирки строительной добавкой (вместо воды).</p>
<p>Самое широкое распространение получили именно латексные добавки. В их состав входят специальные полимерные смолы, минеральные добавки, а также синтетический  латекс, который позволяет сделать шов водонепроницаемым, одновременно значительно повысив его прочность и износостойкость. </p>
<p>Добавки для затирок смешиваются с обычной затиркой, до получения однородной кремовой консистенции. После приготовления, затирка должна легко наноситься шпателем или мастерком. Работать данной смесью следует аккуратно. Все загрязненные участки требуется сразу же очищать, так как после высыхания смеси, ее очень тяжело удалить. </p>
<p>Поверхность перед работой требуется тщательно очистить от пыли и грязи.</p>
<p>При использовании улучшающих добавок для затирок не следует совмещать швы, выполненные различными материалами, во избежание деформационных сдвигов. </p>
<p>Латексные добавки значительно увеличивают срок эксплуатации швов, без возникновения дефектов, превышая срок службы поверхностей, на которые наносится затирка.</p>
<p>Следующий вид строительных добавок — это цементные гидроизолирующие добавки. Отличительная особенность данной строительной химии — высокая прочность  бетонного массива. Кроме того, получаемые таким образом растворы, не дают усадки и обладают большой износостойкостью. Строительные добавки не влияют на скорость набора прочности бетона. </p>
<p>Все строительные добавки и строительная химия на портале «Руллетка» соответствуют самым высоким мировым стандартам качества и экологической безопасности.</p>
"
233,222,1/12/21/207/222/233,битум / мастики / смолы,"<p></p>
"
234,222,1/12/21/207/222/234,стяжки,"<p>Сухие смеси для стяжки пола представляют собой цементную основу с добавлением специальных пластификаторов, полимерных добавок и дополнительных улучшающих присадок. Они не требуют добавления каких-либо других веществ и полностью готовы к применению. Процесс приготовления также не сложен. Требуется только добавить определенное количество воды (указано в инструкции) и перемешать. </p>
<p>К строительным смесям для стяжки пола предъявляются следующие требования:</p>
<p>1.	Минимальная усадка.</p>
<p>2.	Хорошая адгезия к различным строительным поверхностям (бетон, кирпич, камень и т.д.)</p>
<p>3.	Быстрое высыхание.</p>
<p>4.	Устойчивость к растрескиванию.</p>
<p>5.	Хорошая растекаемость  при работе.</p>
<p>Можно покупать готовые смеси для стяжки пола, а можно и самому приготовить цементно-песчаную смесь и выполнить стяжку. Однако в этом случае велика вероятность возникновения последующих проблем, которые сведут на нет все результаты проделанной работы. Стяжка выполняется на длительный период времени, поэтому смесь для стяжки пола желательно приобретать качественную. </p>
<p>В последнее время значительно повысилась цена на сухие смеси для стяжки пола, поскольку расходные материалы также поднялись в цене. Однако, несмотря на это, данный вид продукции пользуется постоянным спросом у потребителей.  </p>
<p>Кроме сухих смесей для стяжки пола, могут применяться смеси для выравнивания пола, перед укладкой напольных покрытий. В основе таких смесей используется гипс, поскольку он обладает более высокой скоростью застывания, чем цемент и позволяют достичь более высокого качества поверхности.  Это принципиально для некоторых напольных покрытий(например, ламинат или паркетная доска), которые при некачественной лицевой поверхности пола могут быстро прийти в негодность.  Цена смесей для стяжки пола может быть выше, чем цементных. </p>
<p>В настоящий момент на рынках и неспециализированных магазинах можно обнаружить большое количество подделок смесей для стяжки пола. Чтобы не попасть на подделку, следует тщательно ознакомиться с внешним видом упаковки на сайте производителя и сравнивать ее с предлагаемой. Однако самым лучшим вариантом, будет покупка готовых смесей для стяжки пола в специализированных магазинах и интернет-порталах.</p>
"
228,227,1/12/21/164/227/228,нивелиры,"<p></p>
"
230,227,1/12/21/164/227/230,аксессуары и принадлежности,"<p></p>
"
229,228,1/12/21/164/227/228/229,лазерные,"<p>Прежде, чем купить лазерный нивелир, следует определиться с тем, какой именно прибор вам необходим. Они существенно различаются по принципу действия, по фирмам производителям и, соответственно по стоимости. Лазерные нивелиры Бош – славятся невысокой стоимостью, при отличном качестве исполнения.</p>
<p>Лазерные нивелиры, в зависимости от принципа действия, подразделяются на следующие типы:</p>
<p>1.	Призменные </p>
<p>2.	Ротационные </p>
<p>Призменные нивелиры – отличаются простотой конструкции и надежностью работы. Здесь луч от светодиода, благодаря призме, преобразуется в тонкий световой пучок и передается на плоскость. Причем, зачастую в прибор встроены два светодиода и две призмы для того, чтобы получить изображение в двух плоскостях. В данном типе приборов просто нечему ломаться. Эти типы лазерных нивелиров отлично подходят для применения на небольших строительных объектах, для частных домов и т.д. Особенно стоит обратить внимание на лазерный нивелир Бош, цена и качество в котором имеют оптимальное сочетание.</p>
<p>Ротационные – проецируют плоскость лазерного луча на 360 градусов, за счет встроенного электродвигателя. Благодаря особенности конструкции, ротационные нивелиры имеют большую дальность действия, а также могут проецировать лазерный луч в определенное место (например, для разметки будущего окна). Пользоваться одним прибором  могут  одновременно нескольким рабочих. Это дает возможность применять данные устройства на больших строительных площадках.  </p>
<p>При выборе лазерных нивелиров, также следует обратить внимание на фирму – производитель и стоимость. В этом отношении выигрывает лазерный нивелир Bosch, цена и качество в котором имеют оптимальное соотношение. Купить лазерный нивелир от Bosch, может позволить себе даже человек с невысоким достатком.</p>
<p>Надежность приборов зависит не только от компании производителя, но и от типа самого нивелира. Ротационные модели  менее надежны, чем призменные.</p>
"
186,232,1/12/21/164/232/186,паяльники,"<p></p>
"
256,254,1/12/21/164/201/202/254/256,диски (круги),"<p></p>
"
257,254,1/12/21/164/201/202/254/257,шкурки (наждачки),"<p></p>
"
258,255,1/12/21/164/201/202/255/258,диски (круги),"<p></p>
"
259,255,1/12/21/164/201/202/255/259,полотна (пилки),"<p></p>
"
